scs_certified,length_width_ratio,product_class,symmetry,fluorescence,price,index_id,is_top_sales_price,below_min_per_carat,recommend_order,dedicated,shape,has_v360_video,diamond_dor,carat,upc,active,report_order,collection,collection_order,inventory_location,clarity_order,cut_order,is_memo,culet,cut,color,real_diamond_image,origin,hearts_and_arrows_diamonds,pre_carat_price,title,color_order,girdle,shipping_day,certificate_number,valid,index_name,table,measurements,shipping_supplier,length,diamond_blockchain,depth,clarity,has_cert,rank_order,report,floor_adjustment,polish,id,orderby,receiveby,receiveby_short,orderby_short,receiveby_format,bf_adj_price,v360_link,image,inventory_quantity_seattle,inventory_quantity_secaucus,inventory_quantity_losangeles,inventory_quantity_sanfrancisco,inventory_quantity_sandiego,below_low_threshold,certificate_link,inventory_quantity_atlanta,inventory_quantity_philadelphia,inventory_quantity_dallas,inventory_quantity_austin,inventory_quantity_scottsdale,inventory_quantity_washingtondc,inventory_quantity_newyork,inventory_quantity_boston,inventory_quantity_denver,inventory_quantity_chicago
,1,Lab Created Colorless Diamonds,Excellent,None,360,12911854,True,,3,False,Round,False,False,0.31,3486400Y,True,-1.0,Glacier,3.0,[],3.0,6.0,False,None,Super Ideal,E,False,Lab Created,True,1161.29,0.31 Carat Round Diamond,6.0,Medium - Slightly Thick,4,292660047,True,lab-created-colorless-diamonds,54.0,4.34 x 4.33 x 2.70,Grown Diamonds NY,4.335,False,62.2,VS2,True,580,GCAL,,Excellent,12911854,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12480612,True,True,3,False,Round,True,False,0.3,4045412Y,True,,Glacier,,[],,,False,None,Super Ideal,D,False,Lab Created,,1233.33,0.30 Carat Round Diamond,,Thin - Medium,4,302860034,True,lab-created-colorless-diamonds,58.0,4.36 x 4.34 x 2.60,Grown Diamonds NY,4.35,False,59.8,VS1,True,529,GCAL,True,Excellent,12480612,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,250.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,360,11587117,True,True,3,False,Round,True,False,0.31,4793306Y,True,,Glacier,,[],,,False,None,Ideal,E,False,Lab Created,,1161.29,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,311830110,True,lab-created-colorless-diamonds,54.0,4.35 x 4.33 x 2.69,Grown Diamonds NY,4.34,False,62.1,VS2,True,9895,GCAL,True,Excellent,11587117,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,13069409,True,True,3,False,Round,True,False,0.31,4979718Y,True,,Glacier,,[],,,False,None,Ideal,E,False,Lab Created,False,1161.29,0.31 Carat Round Diamond,,Extremely Thin - Slightly Thick,4,312380182,True,lab-created-colorless-diamonds,54.0,4.39 x 4.36 x 2.70,Grown Diamonds NY,4.375,False,61.7,VS2,True,9895,GCAL,True,Excellent,13069409,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11903537,True,True,3,False,Round,True,False,0.32,4921481Y,True,,,,[],,,False,None,Super Ideal,E,False,Lab Created,,1156.25,0.32 Carat Round Diamond,,Medium - Slightly Thick,4,312170157,True,lab-created-colorless-diamonds,57.0,4.43 x 4.40 x 2.69,Grown Diamonds NY,4.415,False,61.0,SI1,True,746,GCAL,True,Excellent,11903537,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,250.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12897085,True,True,3,False,Round,True,False,0.32,5300828Y,True,,,,[],,,False,None,Super Ideal,E,False,Lab Created,,1156.25,0.32 Carat Round Diamond,,Medium,4,313440087,True,lab-created-colorless-diamonds,57.0,4.46 x 4.43 x 2.68,Grown Diamonds NY,4.445,False,60.2,SI1,True,746,GCAL,True,Excellent,12897085,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,250.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,360,12537871,True,True,3,False,Round,False,False,0.3,5164135Y,True,,Glacier,,[],,,False,None,Ideal,D,False,Lab Created,,1200.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,4,312790384,True,lab-created-colorless-diamonds,58.0,4.35 x 4.33 x 2.64,Grown Diamonds NY,4.34,False,60.9,VS2,True,10479,GCAL,True,Excellent,12537871,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,13098726,True,True,3,False,Round,False,False,0.31,3852593Y,True,,Glacier,,[],,,False,None,Super Ideal,F,False,Lab Created,False,1161.29,0.31 Carat Round Diamond,,Thin - Medium,4,301700077,True,lab-created-colorless-diamonds,53.0,4.38 x 4.35 x 2.70,Grown Diamonds NY,4.365,False,61.8,VS1,True,394,GCAL,True,Excellent,13098726,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12358880,True,True,3,False,Round,False,False,0.3,3782365Y,True,,Glacier,,[],,,False,None,Ideal,D,False,Lab Created,,1166.67,0.30 Carat Round Diamond,,Medium - Slightly Thick,4,LG11132816,True,lab-created-colorless-diamonds,61.0,4.38 x 4.35 x 2.63,Grown Diamonds NY,4.365,False,60.2,VS2,True,10479,IGI,True,Excellent,12358880,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,250.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12489136,True,True,3,False,Round,True,False,0.31,5150882Y,True,,Glacier,,[],,,False,None,Ideal,E,False,Lab Created,,1161.29,0.31 Carat Round Diamond,,Very Thin - Medium,4,312830612,True,lab-created-colorless-diamonds,58.0,4.43 x 4.41 x 2.64,Grown Diamonds NY,4.42,False,59.9,VS2,True,9895,GCAL,True,Excellent,12489136,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12924848,True,True,3,False,Round,True,False,0.32,5314373A,True,,,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,False,1093.75,0.32 Carat Round Diamond,,Thin - Medium,10,502184074,True,lab-created-colorless-diamonds,56.5,4.48 x 4.46 x 2.68,Pure Stones,4.470000000000001,False,59.9,SI1,True,746,IGI,True,Excellent,12924848,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,https://inventory.nyc3.digitaloceanspaces.com/Vision360.html?d=59763,https://inventory.nyc3.digitaloceanspaces.com/360/upload/loose/imaged/59763/still.jpg,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12616738,True,True,3,False,Round,True,False,0.31,5060500Y,True,,Yosemite,,[],,,False,None,Ideal,F,False,Lab Created,,1129.03,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,312610131,True,lab-created-colorless-diamonds,57.0,4.43 x 4.40 x 2.66,Grown Diamonds NY,4.415,False,60.2,SI1,True,7072,GCAL,True,Very Good,12616738,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,10874066,True,True,3,False,Round,True,False,0.3,4400944Y,True,,Glacier,,[],,,False,Pointed,Ideal,F,False,Lab Created,,1200.0,0.30 Carat Round Diamond,,"Medium, Faceted",4,LG455010532,True,lab-created-colorless-diamonds,56.0,4.33 x 4.29 x 2.68,Surreal Diamond,4.3100000000000005,False,62.3,VVS2,True,2968,IGI,True,Excellent,10874066,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12439133,True,True,3,False,Round,True,False,0.3,4472555Y,True,,,,[],,,False,Pointed,Ideal,G,False,Lab Created,,1200.0,0.30 Carat Round Diamond,,"Medium, Faceted",4,LG464196578,True,lab-created-colorless-diamonds,56.0,4.29 x 4.27 x 2.70,Surreal Diamond,4.279999999999999,False,63.1,VVS1,True,10479,IGI,True,Excellent,12439133,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12972766,True,True,3,False,Round,True,False,0.3,5286390A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1200.0,0.30 Carat Round Diamond,,Medium,10,502184065,True,lab-created-colorless-diamonds,57.5,4.31 x 4.29 x 2.65,Pure Stones,4.3,False,61.6,VS2,True,474,IGI,True,Excellent,12972766,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11479204,True,True,3,False,Round,True,False,0.3,3933839A,True,,Glacier,,[],,,False,Pointed,Ideal,D,True,Lab Created,,1200.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,436065245,True,lab-created-colorless-diamonds,57.0,4.27 x 4.23 x 2.67,Pure Stones,4.25,False,62.9,VS2,True,10479,IGI,True,Excellent,11479204,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,9896690,True,True,3,False,Round,False,False,0.31,3782329Y,True,,Glacier,,[],,,False,None,Ideal,E,False,Lab Created,,1161.29,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,LG11173407,True,lab-created-colorless-diamonds,60.0,4.37 x 4.35 x 2.65,Grown Diamonds NY,4.359999999999999,False,60.8,VS1,True,9873,IGI,True,Excellent,9896690,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Very Good,None,360,10146085,True,True,3,False,Round,True,False,0.32,3904944Y,True,,Glacier,,[],,,False,None,Ideal,F,False,Lab Created,,1125.0,0.32 Carat Round Diamond,,Medium - Slightly Thick,4,302160052,True,lab-created-colorless-diamonds,55.0,4.47 x 4.45 x 2.72,Grown Diamonds NY,4.46,False,61.0,VS2,True,4853,GCAL,True,Excellent,10146085,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,10873372,True,True,3,False,Round,True,False,0.32,3756675Y,True,,,,[],,,False,Pointed,Ideal,I,False,Lab Created,,1093.75,0.32 Carat Round Diamond,,"Medium, Faceted",4,LG407920966,True,lab-created-colorless-diamonds,58.0,4.41 x 4.39 x 2.71,Surreal Diamond,4.4,False,61.6,VVS2,True,10479,IGI,True,Excellent,10873372,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:57:04,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11479111,True,True,3,False,Round,True,False,0.3,4414100A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,True,Lab Created,,1200.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,467152323,True,lab-created-colorless-diamonds,56.5,4.34 x 4.30 x 2.66,Pure Stones,4.32,False,61.4,VS2,True,474,IGI,True,Excellent,11479111,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11479108,True,True,3,False,Round,True,False,0.3,3946894A,True,,Glacier,,[],,,False,Pointed,Ideal,D,True,Lab Created,,1200.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,436065879,True,lab-created-colorless-diamonds,56.5,4.27 x 4.24 x 2.67,Pure Stones,4.255,False,62.9,VS2,True,10479,IGI,True,Excellent,11479108,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,13098362,True,True,3,False,Round,False,False,0.3,5377610A,True,,Glacier,,[],,,False,Pointed,Ideal,D,False,Lab Created,False,1200.0,0.30 Carat Round Diamond,,Slightly Thick,10,506183734,True,lab-created-colorless-diamonds,59.0,4.29 x 4.26 x 2.64,Pure Stones,4.275,False,61.8,VS2,False,10479,IGI,True,Excellent,13098362,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,12956841,True,True,3,False,Round,True,False,0.3,5327975A,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,,1200.0,0.30 Carat Round Diamond,,Medium - Slightly Thick,10,506183193,True,lab-created-colorless-diamonds,58.0,4.31 x 4.27 x 2.65,Pure Stones,4.289999999999999,False,61.9,VS1,True,179,IGI,True,Excellent,12956841,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,9896520,True,True,3,False,Round,False,False,0.31,3858200Y,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,,1161.29,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,LG389905222,True,lab-created-colorless-diamonds,56.0,4.37 x 4.33 x 2.71,Grown Diamonds NY,4.35,False,62.4,VS1,True,179,IGI,True,Excellent,9896520,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11932449,True,,2,False,Round,False,False,0.3,4400521B,True,2.0,Recommended,1.0,"['seattle', 'secaucus']",4.0,6.0,True,Pointed,Super Ideal,E,False,Lab Created,,1200.0,0.30 Carat Round Diamond,6.0,"Medium, Faceted",3,LG455010452,True,lab-created-colorless-diamonds,57.5,4.37 x 4.34 x 2.62,memo diamond,4.355,False,60.2,VS1,True,179,IGI,,Excellent,11932449,"Monday January 17, 2022 by 2:00 PM PT","Thursday, January 20","Thu, Jan 20",2 PM PT Monday,2022-01-20 02:53:12,,,,1.0,0.0,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,13098448,True,True,3,False,Round,False,False,0.3,5377677Y,True,,Glacier,,[],,,False,Pointed,Super Ideal,E,False,Lab Created,False,1200.0,0.30 Carat Round Diamond,,"Medium, Faceted",4,508138672,True,lab-created-colorless-diamonds,58.0,4.35 x 4.31 x 2.67,IDJ LAB,4.33,False,61.8,VS1,False,179,IGI,True,Excellent,13098448,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:58:19,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,11479275,True,,3,False,Round,True,False,0.3,4282707A,True,2.0,Glacier,3.0,[],3.0,6.0,False,Pointed,Super Ideal,E,True,Lab Created,True,1200.0,0.30 Carat Round Diamond,6.0,Medium,10,457074199,True,lab-created-colorless-diamonds,56.5,4.36 x 4.34 x 2.65,Pure Stones,4.35,False,61.0,VS2,True,580,IGI,,Excellent,11479275,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,13069404,True,True,3,False,Round,True,False,0.31,4269523Y,True,,Yosemite,,[],,,False,None,Super Ideal,F,False,Lab Created,False,1161.29,0.31 Carat Round Diamond,,Medium,4,310070108,True,lab-created-colorless-diamonds,58.0,4.42 x 4.40 x 2.62,Grown Diamonds NY,4.41,False,59.5,SI1,True,1611,GCAL,True,Excellent,13069404,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,360,10145585,True,True,3,False,Round,True,False,0.31,4014740Y,True,,Glacier,,[],,,False,None,Super Ideal,F,False,Lab Created,,1161.29,0.31 Carat Round Diamond,,Medium - Slightly Thick,4,302690041,True,lab-created-colorless-diamonds,55.0,4.39 x 4.36 x 2.68,Grown Diamonds NY,4.375,False,61.2,VS1,True,394,GCAL,True,Excellent,10145585,"Monday January 17, 2022 by 2:00 PM PT","Friday, January 21","Fri, Jan 21",2 PM PT Monday,2022-01-21 02:53:12,260.0,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,370,12972678,True,True,3,False,Round,True,False,0.31,4020086A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1193.55,0.31 Carat Round Diamond,,Medium,10,444089255,True,lab-created-colorless-diamonds,59.0,4.45 x 4.43 x 2.63,Pure Stones,4.4399999999999995,False,59.2,VS2,True,474,IGI,True,Excellent,12972678,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,370,12972498,True,True,3,False,Round,True,False,0.31,3941694A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1193.55,0.31 Carat Round Diamond,,Medium,10,436065489,True,lab-created-colorless-diamonds,58.0,4.35 x 4.33 x 2.68,Pure Stones,4.34,False,61.7,VS2,True,474,IGI,True,Excellent,12972498,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,370,12972516,True,True,3,False,Round,True,False,0.31,3946793A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1193.55,0.31 Carat Round Diamond,,Medium,10,436065311,True,lab-created-colorless-diamonds,58.0,4.40 x 4.36 x 2.68,Pure Stones,4.380000000000001,False,61.1,VS2,True,474,IGI,True,Excellent,12972516,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,370,12972836,True,True,3,False,Round,True,False,0.31,4392863A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1193.55,0.31 Carat Round Diamond,,Medium,10,464122166,True,lab-created-colorless-diamonds,58.0,4.40 x 4.37 x 2.68,Pure Stones,4.385,False,61.1,VS2,True,474,IGI,True,Excellent,12972836,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
,1,Lab Created Colorless Diamonds,Excellent,None,370,12972495,True,True,3,False,Round,True,False,0.31,3973501A,True,,Glacier,,[],,,False,Pointed,Super Ideal,D,False,Lab Created,False,1193.55,0.31 Carat Round Diamond,,Thin - Medium,10,440002559,True,lab-created-colorless-diamonds,58.5,4.48 x 4.44 x 2.62,Pure Stones,4.460000000000001,False,58.8,VS2,True,474,IGI,True,Excellent,12972495,"Monday January 17, 2022 by 2:00 PM PT","Monday, January 31","Mon, Jan 31",2 PM PT Monday,2022-01-31 03:00:01,,,,,,,,,,,,,,,,,,,,
